VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
PX290601_Employment_Occupation_Transportation_Material_Moving_Total_Employed,Labor force statistics for employees in transportation and material moving occupations. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023101,,,,,
PX290601_Employment_Occupation_Transportation_Material_Moving_Members_Union_Total,Labor force statistics for employees in transportation and material moving occupations. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023102,,,,,
PX290601_Employment_Occupation_Transportation_Material_Moving_Members_Union_Percent_Unemployed,Labor force statistics for employees in transportation and material moving occupations. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023103,,,,,
PX290601_Employment_Occupation_Transportation_Material_Moving_Represented_Union_Total,Labor force statistics for employees in transportation and material moving occupations. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023104,,,,,
PX290601_Employment_Occupation_Transportation_Material_Moving_Represented_Union_Percent_Unemployed,Labor force statistics for employees in transportation and material moving occupations. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023105,,,,,
PX290601_Employment_Occupation_Private_Sector_Total_Employed,Labor force statistics for employees in all private sector. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023201,,,,,
PX290601_Employment_Occupation_Private_Sector_Members_Union_Total,Labor force statistics for employees in all private sector. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023202,,,,,
PX290601_Employment_Occupation_Private_Sector_Members_Union_Percent_Unemployed,Labor force statistics for employees in all private sector. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023203,,,,,
PX290601_Employment_Occupation_Private_Sector_Represented_Union_Total,Labor force statistics for employees in all private sector. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023204,,,,,
PX290601_Employment_Occupation_Private_Sector_Represented_Union_Percent_Unemployed,Labor force statistics for employees in all private sector. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023205,,,,,
PX290601_Employment_Occupation_Agriculture_Related_Industries_Total_Employed,Labor force statistics for employees in agriculture and related industries. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023301,,,,,
PX290601_Employment_Occupation_Agriculture_Related_Industries_Members_Union_Total,Labor force statistics for employees in agriculture and related industries. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023302,,,,,
PX290601_Employment_Occupation_Agriculture_Related_Industries_Members_Union_Percent_Unemployed,Labor force statistics for employees in agriculture and related industries. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023303,,,,,
PX290601_Employment_Occupation_Agriculture_Related_Industries_Represented_Union_Total,Labor force statistics for employees in agriculture and related industries. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023304,,,,,
PX290601_Employment_Occupation_Agriculture_Related_Industries_Represented_Union_Percent_Unemployed,Labor force statistics for employees in agriculture and related industries. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023305,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Total_Employed,Labor force statistics for employees in nonagricultural industries. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023401,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Members_Union_Total,Labor force statistics for employees in nonagricultural industries. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023402,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Members_Union_Percent_Unemployed,Labor force statistics for employees in nonagricultural industries. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023403,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Represented_Union_Total,Labor force statistics for employees in nonagricultural industries. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023404,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Represented_Union_Percent_Unemployed,Labor force statistics for employees in nonagricultural industries. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023405,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Total_Employed,"Labor force statistics for employees in mining, quarrying, and oil and gas extractionTotal number employed.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601023501,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Members_Union_Total,"Labor force statistics for employees in mining, quarrying, and oil and gas extractionTotal number of employees that are members of a union.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601023502,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Members_Union_Percent_Unemployed,"Labor force statistics for employees in mining, quarrying, and oil and gas extractionPercent of employees that are members of a union.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023503,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Represented_Union_Total,"Labor force statistics for employees in mining, quarrying, and oil and gas extractionTotal number of employees represented by unions.",DCW_290601.doc,integer,,,,,,,PhenX,PX290601023504,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Represented_Union_Percent_Unemployed,"Labor force statistics for employees in mining, quarrying, and oil and gas extractionPercent of employees represented by unions.",DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023505,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Construction_Total_Employed,Labor force statistics for employees in construction occupations. . Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023601,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Construction_Members_Union_Total,Labor force statistics for employees in construction occupations. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023602,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Construction_Members_Union_Percent_Unemployed,Labor force statistics for employees in construction occupations. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023603,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Construction_Represented_Union_Total,Labor force statistics for employees in construction occupations. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023604,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Construction_Represented_Union_Percent_Unemployed,Labor force statistics for employees in construction occupations. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023605,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Manufacturing_Total_Employed,Labor force statistics for employees in manufacturing occupations. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023701,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Manufacturing_Members_Union_Total,Labor force statistics for employees in manufacturing occupations. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023702,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Manufacturing_Members_Union_Percent_Unemployed,Labor force statistics for employees in manufacturing occupations. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023703,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Manufacturing_Represented_Union_Total,Labor force statistics for employees in manufacturing occupations. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023704,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Manufacturing_Represented_Union_Percent_Unemployed,Labor force statistics for employees in manufacturing occupations. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023705,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Durable_Goods_Total_Employed,Labor force statistics for employees in durable goods occupations. Total number employed.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023801,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Durable_Goods_Members_Union_Total,Labor force statistics for employees in durable goods occupations. Total number of employees that are members of a union.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023802,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Durable_Goods_Members_Union_Percent_Unemployed,Labor force statistics for employees in durable goods occupations. Percent of employees that are members of a union.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023803,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Durable_Goods_Represented_Union_Total,Labor force statistics for employees in durable goods occupations. Total number of employees represented by unions.,DCW_290601.doc,integer,,,,,,,PhenX,PX290601023804,,,,,
PX290601_Employment_Occupation_Nonagricultural_Industries_Mining_Quarrying_Oil_Gas_Extraction_Durable_Goods_Represented_Union_Percent_Unemployed,Labor force statistics for employees in durable goods occupations. Percent of employees represented by unions.,DCW_290601.doc,decimal,,,,,,,PhenX,PX290601023805,,,,,
